age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency
27,50.4,196.8,13.01,male,endurance,advanced,Running + Cycling,71,454.0,5
37,55.0,168.8,19.3,male,endurance,beginner,Running + Cycling,43,285.3,3
37,64.3,185.4,18.71,female,general_fitness,advanced,Mixed Training,61,347.0,6
61,74.0,173.8,24.5,male,endurance,intermediate,Running + Cycling,42,328.3,4
45,77.4,183.7,22.94,female,weight_loss,advanced,Cardio + HIIT,57,408.1,5
53,74.4,188.1,21.03,female,endurance,advanced,Running + Cycling,72,592.6,6
53,65.3,152.3,28.15,male,muscle_gain,beginner,Strength Training,44,211.9,4
60,88.3,182.3,26.57,female,flexibility,beginner,Yoga + Stretching,38,142.6,3
23,115.1,161.3,44.24,female,endurance,intermediate,Running + Cycling,42,625.4,5
42,68.8,183.5,20.43,female,weight_loss,beginner,Cardio + HIIT,31,200.5,4
42,125.1,173.4,41.61,male,muscle_gain,advanced,Strength Training,61,597.8,5
49,119.2,188.7,33.48,male,muscle_gain,intermediate,Strength Training,44,395.5,5
36,58.7,156.2,24.06,female,muscle_gain,advanced,Strength Training,57,270.5,5
45,111.8,181.3,34.01,male,endurance,beginner,Running + Cycling,42,542.9,4
48,93.8,163.9,34.92,female,muscle_gain,beginner,Strength Training,39,277.4,4
43,93.2,192.6,25.12,male,flexibility,intermediate,Yoga + Stretching,59,257.1,4
62,78.2,196.4,20.27,male,weight_loss,beginner,Cardio + HIIT,38,249.6,3
48,87.6,199.8,21.94,male,endurance,intermediate,Running + Cycling,43,428.5,5
20,78.8,189.8,21.87,female,flexibility,advanced,Yoga + Stretching,62,256.5,6
63,90.9,187.7,25.8,male,endurance,intermediate,Running + Cycling,60,569.3,5
34,98.4,160.8,38.06,female,muscle_gain,advanced,Strength Training,67,538.4,5
19,102.3,166.8,36.77,male,general_fitness,beginner,Mixed Training,32,316.6,4
50,90.3,173.3,30.07,female,weight_loss,beginner,Cardio + HIIT,39,317.0,3
64,106.3,188.7,29.85,female,weight_loss,advanced,Cardio + HIIT,71,626.4,6
32,57.0,195.7,14.88,male,muscle_gain,advanced,Strength Training,59,277.4,6
59,63.0,159.5,24.76,male,weight_loss,intermediate,Cardio + HIIT,59,317.8,5
43,114.6,196.1,29.8,male,general_fitness,advanced,Mixed Training,58,569.7,6
45,72.4,184.8,21.2,male,weight_loss,intermediate,Cardio + HIIT,50,334.9,5
44,46.9,180.5,14.4,female,flexibility,beginner,Yoga + Stretching,42,91.6,3
61,58.1,160.0,22.7,male,flexibility,beginner,Yoga + Stretching,34,83.5,3
21,64.0,152.8,27.41,male,weight_loss,advanced,Cardio + HIIT,71,474.8,5
50,126.4,178.4,39.72,female,endurance,beginner,Running + Cycling,39,554.6,4
56,93.7,182.6,28.1,male,weight_loss,intermediate,Cardio + HIIT,45,366.8,4
52,124.3,160.5,48.25,female,muscle_gain,intermediate,Strength Training,60,553.1,4
39,93.9,177.8,29.7,male,weight_loss,intermediate,Cardio + HIIT,55,493.2,5
44,85.7,192.8,23.06,female,general_fitness,intermediate,Mixed Training,54,394.5,5
64,71.7,191.8,19.49,male,general_fitness,beginner,Mixed Training,32,174.6,3
61,96.5,196.4,25.02,male,weight_loss,beginner,Cardio + HIIT,33,269.1,3
46,56.8,168.3,20.05,male,weight_loss,intermediate,Cardio + HIIT,50,261.3,4
50,121.4,165.9,44.11,male,flexibility,intermediate,Yoga + Stretching,41,224.0,4
48,115.5,187.5,32.85,male,weight_loss,intermediate,Cardio + HIIT,52,546.5,4
36,72.0,171.6,24.45,male,general_fitness,intermediate,Mixed Training,43,275.3,4
47,126.0,154.4,52.85,female,endurance,beginner,Running + Cycling,33,475.6,3
38,115.1,164.1,42.74,male,muscle_gain,advanced,Strength Training,59,543.3,6
48,101.6,170.9,34.79,female,flexibility,intermediate,Yoga + Stretching,58,268.1,4
18,55.3,164.6,20.41,male,muscle_gain,beginner,Strength Training,27,131.9,4
33,85.6,166.6,30.84,female,general_fitness,intermediate,Mixed Training,60,463.7,5
40,88.0,164.7,32.44,male,general_fitness,advanced,Mixed Training,57,436.8,6
57,64.8,152.1,28.01,male,weight_loss,advanced,Cardio + HIIT,60,336.3,5
46,51.8,181.9,15.66,male,weight_loss,beginner,Cardio + HIIT,34,162.0,3
18,111.0,179.9,34.3,male,general_fitness,intermediate,Mixed Training,44,474.6,5
55,55.4,182.7,16.6,male,general_fitness,beginner,Mixed Training,27,120.0,3
61,95.5,159.6,37.49,male,weight_loss,beginner,Cardio + HIIT,31,250.2,3
39,124.6,164.8,45.88,female,flexibility,intermediate,Yoga + Stretching,57,339.1,5
47,119.5,181.0,36.48,female,muscle_gain,intermediate,Strength Training,47,428.3,4
62,68.6,180.0,21.17,male,weight_loss,advanced,Cardio + HIIT,55,316.9,6
37,117.4,175.3,38.2,female,general_fitness,beginner,Mixed Training,28,290.8,4
38,45.0,167.5,16.04,female,weight_loss,beginner,Cardio + HIIT,31,133.9,4
17,46.5,195.6,12.15,female,general_fitness,intermediate,Mixed Training,53,240.6,5
42,96.2,167.0,34.49,male,weight_loss,beginner,Cardio + HIIT,37,334.6,3
57,76.0,172.8,25.45,male,endurance,beginner,Running + Cycling,34,279.4,4
17,77.8,183.9,23.0,male,weight_loss,beginner,Cardio + HIIT,42,348.0,3
41,93.0,177.2,29.62,female,muscle_gain,intermediate,Strength Training,40,293.0,4
32,61.3,167.3,21.9,male,endurance,beginner,Running + Cycling,28,212.4,3
55,63.0,171.8,21.34,male,weight_loss,intermediate,Cardio + HIIT,55,303.2,4
48,86.2,189.7,23.95,male,muscle_gain,beginner,Strength Training,40,261.5,4
24,109.1,163.9,40.61,male,muscle_gain,beginner,Strength Training,42,393.3,4
58,97.7,157.1,39.59,female,weight_loss,intermediate,Cardio + HIIT,47,394.9,5
63,70.3,165.7,25.6,male,flexibility,beginner,Yoga + Stretching,34,99.8,4
54,81.6,192.5,22.02,female,muscle_gain,intermediate,Strength Training,55,329.1,5
44,59.5,154.4,24.96,female,endurance,beginner,Running + Cycling,35,242.1,3
57,51.3,199.6,12.88,male,muscle_gain,intermediate,Strength Training,45,166.4,5
41,111.5,177.1,35.55,male,muscle_gain,beginner,Strength Training,25,219.5,3
50,67.6,199.2,17.04,female,weight_loss,beginner,Cardio + HIIT,36,219.0,3
40,60.1,196.9,15.5,male,muscle_gain,intermediate,Strength Training,45,214.1,5
39,103.8,172.6,34.84,male,muscle_gain,advanced,Strength Training,67,553.5,5
28,97.5,159.9,38.13,male,endurance,beginner,Running + Cycling,41,504.7,3
22,98.8,158.2,39.48,female,flexibility,intermediate,Yoga + Stretching,40,205.5,5
51,64.5,162.0,24.58,female,muscle_gain,intermediate,Strength Training,47,226.1,5
60,64.8,185.5,18.83,male,weight_loss,intermediate,Cardio + HIIT,47,258.9,5
35,63.8,163.6,23.84,male,weight_loss,advanced,Cardio + HIIT,65,404.3,5
16,59.8,167.1,21.42,male,weight_loss,beginner,Cardio + HIIT,38,243.1,4
23,100.7,172.4,33.88,female,weight_loss,advanced,Cardio + HIIT,64,667.0,6
61,117.1,195.7,30.58,male,muscle_gain,beginner,Strength Training,39,321.6,3
31,106.6,159.5,41.9,female,weight_loss,beginner,Cardio + HIIT,31,328.8,4
29,112.3,150.3,49.71,male,weight_loss,advanced,Cardio + HIIT,61,688.5,5
27,79.4,153.0,33.92,female,weight_loss,intermediate,Cardio + HIIT,49,394.9,4
38,100.6,195.2,26.4,male,weight_loss,intermediate,Cardio + HIIT,43,415.3,5
30,75.1,182.4,22.57,female,weight_loss,intermediate,Cardio + HIIT,57,428.1,4
43,89.7,163.7,33.47,male,weight_loss,intermediate,Cardio + HIIT,49,411.0,4
49,85.9,158.9,34.02,female,muscle_gain,beginner,Strength Training,43,278.6,4
17,60.0,164.7,22.12,male,muscle_gain,intermediate,Strength Training,53,282.2,5
47,77.9,155.7,32.13,male,weight_loss,beginner,Cardio + HIIT,37,263.7,4
38,126.9,197.1,32.67,male,muscle_gain,advanced,Strength Training,69,700.5,5
37,66.1,189.2,18.47,female,muscle_gain,advanced,Strength Training,70,372.1,5
40,56.4,173.1,18.82,female,weight_loss,beginner,Cardio + HIIT,26,139.3,4
37,80.6,193.2,21.59,male,weight_loss,intermediate,Cardio + HIIT,43,334.4,5
37,112.2,162.5,42.49,female,muscle_gain,beginner,Strength Training,45,406.0,4
64,94.5,185.9,27.34,female,endurance,beginner,Running + Cycling,42,411.8,3
57,102.9,192.8,27.68,female,weight_loss,advanced,Cardio + HIIT,71,632.0,6
21,61.1,167.8,21.7,female,weight_loss,beginner,Cardio + HIIT,34,217.1,3
30,97.6,187.9,27.64,female,general_fitness,intermediate,Mixed Training,60,536.8,5
58,72.5,164.8,26.69,male,weight_loss,advanced,Cardio + HIIT,63,392.8,5
52,115.9,164.9,42.62,female,weight_loss,advanced,Cardio + HIIT,69,711.7,5
48,98.5,155.4,40.79,female,general_fitness,intermediate,Mixed Training,51,419.0,5
23,61.9,172.0,20.92,female,flexibility,intermediate,Yoga + Stretching,60,192.2,4
59,50.5,186.5,14.52,male,muscle_gain,intermediate,Strength Training,48,172.7,4
59,48.6,197.0,12.52,male,muscle_gain,advanced,Strength Training,68,235.5,6
20,76.6,180.2,23.59,male,weight_loss,intermediate,Cardio + HIIT,52,418.2,5
54,67.6,193.2,18.11,female,weight_loss,intermediate,Cardio + HIIT,45,267.7,4
19,99.9,191.1,27.36,female,endurance,beginner,Running + Cycling,43,566.5,3
21,87.4,158.7,34.7,male,weight_loss,beginner,Cardio + HIIT,28,255.7,3
60,67.6,174.3,22.25,female,muscle_gain,intermediate,Strength Training,59,282.5,5
47,57.7,155.8,23.77,female,general_fitness,advanced,Mixed Training,71,343.6,5
45,55.8,184.1,16.46,female,general_fitness,advanced,Mixed Training,73,345.4,5
62,118.5,197.5,30.38,male,weight_loss,advanced,Cardio + HIIT,57,567.4,6
50,65.7,156.9,26.69,female,endurance,intermediate,Running + Cycling,53,391.7,5
55,100.4,186.7,28.8,male,muscle_gain,advanced,Strength Training,71,519.8,6
31,113.9,181.6,34.54,female,general_fitness,advanced,Mixed Training,67,696.0,6
28,97.2,179.2,30.27,male,weight_loss,intermediate,Cardio + HIIT,48,471.2,5
57,118.1,169.5,41.11,male,weight_loss,beginner,Cardio + HIIT,25,255.4,3
45,78.4,167.8,27.84,female,weight_loss,intermediate,Cardio + HIIT,56,406.1,4
34,126.3,152.3,54.45,male,muscle_gain,advanced,Strength Training,70,722.0,5
32,56.3,160.9,21.75,male,muscle_gain,beginner,Strength Training,42,195.1,4
34,53.7,150.8,23.61,female,flexibility,advanced,Yoga + Stretching,56,147.4,6
43,101.0,179.1,31.49,male,endurance,beginner,Running + Cycling,38,448.6,4
41,125.1,155.3,51.87,male,weight_loss,intermediate,Cardio + HIIT,56,662.0,4
52,113.8,193.7,30.33,male,muscle_gain,intermediate,Strength Training,42,354.5,5
41,51.5,176.2,16.59,male,weight_loss,intermediate,Cardio + HIIT,41,199.5,5
38,68.7,185.0,20.07,male,general_fitness,intermediate,Mixed Training,47,284.1,5
24,124.1,170.5,42.69,male,general_fitness,advanced,Mixed Training,56,656.2,5
27,66.5,178.0,20.99,female,general_fitness,intermediate,Mixed Training,41,253.7,5
16,111.4,197.1,28.68,male,general_fitness,beginner,Mixed Training,33,360.6,4
16,115.1,154.1,48.47,male,weight_loss,intermediate,Cardio + HIIT,59,726.6,4
62,87.1,162.7,32.9,male,weight_loss,beginner,Cardio + HIIT,45,329.2,4
49,77.8,189.0,21.78,male,endurance,beginner,Running + Cycling,30,264.0,4
47,83.3,154.9,34.72,female,general_fitness,beginner,Mixed Training,36,251.5,4
63,64.3,153.8,27.18,female,weight_loss,advanced,Cardio + HIIT,63,338.3,5
40,120.6,168.1,42.68,male,weight_loss,intermediate,Cardio + HIIT,46,527.0,5
55,83.3,154.6,34.85,male,flexibility,intermediate,Yoga + Stretching,51,185.9,5
60,120.0,179.3,37.33,male,weight_loss,beginner,Cardio + HIIT,29,295.8,3
16,54.0,161.3,20.76,female,muscle_gain,beginner,Strength Training,40,192.6,3
31,129.0,194.8,33.99,female,endurance,advanced,Running + Cycling,59,800.0,6
54,82.7,189.2,23.1,male,weight_loss,intermediate,Cardio + HIIT,51,371.2,4
20,49.1,185.0,14.35,male,weight_loss,advanced,Cardio + HIIT,74,381.5,6
37,48.2,180.8,14.75,female,flexibility,beginner,Yoga + Stretching,33,80.0,3
44,108.4,193.2,29.04,female,endurance,beginner,Running + Cycling,31,390.6,4
18,101.0,161.2,38.87,female,general_fitness,advanced,Mixed Training,73,716.4,6
27,113.2,193.7,30.17,male,muscle_gain,intermediate,Strength Training,59,564.9,5
41,54.0,189.5,15.04,male,weight_loss,beginner,Cardio + HIIT,35,178.6,3
31,48.0,187.4,13.67,male,endurance,beginner,Running + Cycling,45,268.6,3
52,88.2,178.1,27.81,female,muscle_gain,advanced,Strength Training,66,431.7,6
37,77.9,162.3,29.57,female,weight_loss,intermediate,Cardio + HIIT,42,315.7,5
44,84.3,171.2,28.76,male,flexibility,intermediate,Yoga + Stretching,56,219.5,5
29,129.3,189.7,35.93,male,weight_loss,beginner,Cardio + HIIT,31,402.8,4
43,127.5,151.6,55.48,male,weight_loss,beginner,Cardio + HIIT,34,405.3,3
20,125.1,189.1,34.98,male,weight_loss,advanced,Cardio + HIIT,69,800.0,5
62,111.6,162.0,42.52,male,muscle_gain,beginner,Strength Training,26,203.1,4
64,75.2,157.2,30.43,female,muscle_gain,intermediate,Strength Training,52,270.5,4
45,80.0,155.8,32.96,male,muscle_gain,advanced,Strength Training,58,357.7,5
61,91.7,151.4,40.01,male,endurance,beginner,Running + Cycling,42,406.8,3
20,115.6,176.2,37.23,female,general_fitness,intermediate,Mixed Training,40,445.1,5
27,50.8,160.9,19.62,male,weight_loss,intermediate,Cardio + HIIT,41,211.4,5
31,81.1,199.5,20.38,male,weight_loss,intermediate,Cardio + HIIT,41,330.8,4
41,52.0,178.7,16.28,male,weight_loss,intermediate,Cardio + HIIT,43,211.3,4
41,88.7,156.9,36.03,female,weight_loss,beginner,Cardio + HIIT,27,226.3,4
63,121.4,184.4,35.7,female,endurance,intermediate,Running + Cycling,56,709.6,5
36,111.5,194.9,29.35,male,endurance,intermediate,Running + Cycling,53,716.5,5
54,64.4,187.3,18.36,male,flexibility,intermediate,Yoga + Stretching,41,116.2,4
51,128.0,153.8,54.11,male,weight_loss,beginner,Cardio + HIIT,40,458.2,3
48,101.7,194.8,26.8,female,muscle_gain,intermediate,Strength Training,50,385.6,4
45,45.9,189.7,12.75,female,muscle_gain,advanced,Strength Training,67,237.1,6
52,66.7,157.9,26.75,female,weight_loss,intermediate,Cardio + HIIT,40,237.5,5
38,67.2,152.6,28.86,male,endurance,intermediate,Running + Cycling,41,330.6,5
25,50.9,177.9,16.08,female,general_fitness,intermediate,Mixed Training,41,196.1,5
20,126.6,157.8,50.84,female,muscle_gain,advanced,Strength Training,75,800.0,6
51,85.7,191.7,23.32,female,flexibility,advanced,Yoga + Stretching,59,226.3,5
49,121.1,167.9,42.96,female,muscle_gain,beginner,Strength Training,28,255.7,3
46,72.4,195.6,18.92,male,weight_loss,intermediate,Cardio + HIIT,51,339.7,4
25,55.6,178.3,17.49,male,endurance,beginner,Running + Cycling,27,192.3,4
34,85.3,159.1,33.7,male,weight_loss,intermediate,Cardio + HIIT,59,493.2,4
47,54.7,157.0,22.19,male,weight_loss,beginner,Cardio + HIIT,34,170.2,4
16,86.3,178.8,26.99,female,endurance,advanced,Running + Cycling,74,800.0,5
20,123.2,188.1,34.82,female,general_fitness,beginner,Mixed Training,42,498.0,3
60,89.3,189.1,24.97,female,muscle_gain,intermediate,Strength Training,60,379.5,5
19,97.4,163.8,36.3,male,muscle_gain,intermediate,Strength Training,60,513.8,4
31,58.3,160.2,22.72,male,general_fitness,beginner,Mixed Training,45,239.3,3
39,48.7,150.8,21.42,female,flexibility,advanced,Yoga + Stretching,64,148.8,5
31,54.4,184.0,16.07,male,endurance,advanced,Running + Cycling,55,372.1,5
17,95.9,153.8,40.54,male,weight_loss,intermediate,Cardio + HIIT,45,459.6,4
64,53.1,171.0,18.16,female,general_fitness,intermediate,Mixed Training,50,202.0,4
43,77.0,180.1,23.74,female,weight_loss,beginner,Cardio + HIIT,26,187.2,3
47,91.8,196.9,23.68,male,endurance,intermediate,Running + Cycling,46,483.0,5
42,78.0,165.6,28.44,female,weight_loss,beginner,Cardio + HIIT,44,322.6,3
35,58.9,162.5,22.31,female,endurance,intermediate,Running + Cycling,60,430.7,5
39,68.3,182.7,20.46,female,weight_loss,advanced,Cardio + HIIT,75,489.2,5
27,123.9,181.0,37.82,female,muscle_gain,beginner,Strength Training,45,471.6,4
50,102.5,166.6,36.93,male,muscle_gain,advanced,Strength Training,72,553.5,6
48,87.2,196.4,22.61,female,weight_loss,beginner,Cardio + HIIT,45,357.1,3
48,46.1,192.2,12.48,male,endurance,advanced,Running + Cycling,73,382.8,6
58,129.4,161.2,49.8,male,general_fitness,beginner,Mixed Training,28,285.6,4
52,102.1,162.0,38.9,female,general_fitness,intermediate,Mixed Training,52,433.1,4
27,71.9,175.6,23.32,male,weight_loss,beginner,Cardio + HIIT,42,306.5,4
18,119.7,188.7,33.62,female,endurance,advanced,Running + Cycling,74,800.0,5
16,67.0,152.2,28.92,female,endurance,intermediate,Running + Cycling,52,466.0,5
48,91.2,184.7,26.73,female,muscle_gain,beginner,Strength Training,43,297.4,4
55,99.1,182.4,29.79,female,weight_loss,intermediate,Cardio + HIIT,56,485.6,5
25,63.8,161.6,24.43,male,endurance,intermediate,Running + Cycling,40,327.0,5
58,128.2,184.1,37.83,male,general_fitness,intermediate,Mixed Training,45,454.8,4
59,108.6,197.0,27.98,male,endurance,advanced,Running + Cycling,73,800.0,5
44,92.4,152.3,39.84,male,muscle_gain,intermediate,Strength Training,59,422.5,4
28,60.4,166.0,21.92,male,muscle_gain,beginner,Strength Training,25,127.1,3
27,49.6,171.9,16.79,female,weight_loss,beginner,Cardio + HIIT,32,161.1,3
46,72.2,195.0,18.99,female,flexibility,intermediate,Yoga + Stretching,56,186.0,5
61,109.0,198.1,27.78,female,endurance,intermediate,Running + Cycling,60,690.8,4
17,67.9,172.2,22.9,female,weight_loss,beginner,Cardio + HIIT,39,282.0,4
50,90.9,187.5,25.86,female,general_fitness,beginner,Mixed Training,42,315.0,3
38,106.9,176.6,34.28,male,weight_loss,intermediate,Cardio + HIIT,46,472.1,4
32,54.2,176.9,17.32,male,general_fitness,advanced,Mixed Training,70,344.3,5
41,103.3,163.9,38.45,male,muscle_gain,beginner,Strength Training,31,252.2,3
23,52.8,160.8,20.42,female,weight_loss,intermediate,Cardio + HIIT,56,306.0,5
44,127.0,164.4,46.99,male,muscle_gain,advanced,Strength Training,58,570.9,5
41,86.5,177.8,27.36,female,muscle_gain,intermediate,Strength Training,51,347.4,5
25,57.8,151.5,25.18,female,weight_loss,beginner,Cardio + HIIT,37,219.2,4
41,74.1,195.4,19.41,male,endurance,intermediate,Running + Cycling,43,376.4,4
49,80.1,157.8,32.17,male,endurance,advanced,Running + Cycling,75,679.6,6
56,109.4,161.0,42.21,male,endurance,beginner,Running + Cycling,25,297.4,4
22,108.2,175.9,34.97,male,weight_loss,intermediate,Cardio + HIIT,40,450.1,4
19,97.0,185.5,28.19,female,muscle_gain,beginner,Strength Training,31,264.4,4
60,54.0,154.8,22.53,female,weight_loss,beginner,Cardio + HIIT,33,151.5,3
26,57.9,165.9,21.04,female,endurance,intermediate,Running + Cycling,40,295.3,4
44,53.0,198.4,13.46,female,weight_loss,intermediate,Cardio + HIIT,55,271.1,5
51,94.1,163.1,35.37,female,general_fitness,beginner,Mixed Training,42,324.2,4
40,119.6,165.7,43.56,female,endurance,intermediate,Running + Cycling,54,766.9,5
36,81.9,191.8,22.26,male,muscle_gain,intermediate,Strength Training,45,297.9,5
51,58.7,152.5,25.24,female,muscle_gain,intermediate,Strength Training,41,179.5,5
25,92.4,173.2,30.8,male,weight_loss,intermediate,Cardio + HIIT,48,454.6,5
52,114.0,169.0,39.91,male,weight_loss,beginner,Cardio + HIIT,28,284.1,4
24,108.0,165.8,39.29,male,general_fitness,advanced,Mixed Training,67,683.2,5
39,119.9,164.3,44.42,female,general_fitness,intermediate,Mixed Training,50,524.8,4
50,68.6,154.6,28.7,male,weight_loss,intermediate,Cardio + HIIT,52,321.0,4
64,61.5,165.7,22.4,male,endurance,advanced,Running + Cycling,65,414.7,6
50,119.8,152.2,51.72,female,endurance,beginner,Running + Cycling,43,579.5,4
63,100.9,189.0,28.25,female,endurance,beginner,Running + Cycling,32,337.0,4
51,71.4,169.9,24.73,female,weight_loss,intermediate,Cardio + HIIT,46,294.0,4
33,108.1,172.2,36.46,female,weight_loss,intermediate,Cardio + HIIT,55,585.6,4
64,114.3,194.7,30.15,female,weight_loss,advanced,Cardio + HIIT,57,540.8,5
54,97.3,182.9,29.09,female,flexibility,advanced,Yoga + Stretching,71,304.0,6
47,103.5,150.4,45.76,male,muscle_gain,beginner,Strength Training,42,331.5,3
39,76.9,197.2,19.77,female,muscle_gain,intermediate,Strength Training,54,330.5,4
38,90.8,161.9,34.64,female,general_fitness,intermediate,Mixed Training,56,447.5,5
47,89.6,155.4,37.1,male,endurance,beginner,Running + Cycling,35,358.7,3
52,117.1,188.4,32.99,male,general_fitness,advanced,Mixed Training,59,563.7,5
27,116.4,175.0,38.01,male,muscle_gain,advanced,Strength Training,70,689.2,5
64,115.8,171.7,39.28,female,weight_loss,intermediate,Cardio + HIIT,54,519.0,5
28,45.9,162.5,17.38,male,general_fitness,beginner,Mixed Training,34,144.5,3
38,108.7,177.4,34.54,female,muscle_gain,beginner,Strength Training,38,330.4,4
40,109.5,163.7,40.86,female,weight_loss,beginner,Cardio + HIIT,26,270.5,4
50,102.7,195.1,26.98,female,muscle_gain,advanced,Strength Training,70,539.2,5
56,109.3,160.8,42.27,female,weight_loss,beginner,Cardio + HIIT,43,408.9,3
45,116.6,194.2,30.92,male,muscle_gain,advanced,Strength Training,62,557.3,6
32,85.0,178.0,26.83,male,general_fitness,intermediate,Mixed Training,54,416.5,5
64,87.7,191.4,23.94,male,general_fitness,intermediate,Mixed Training,49,327.0,5
35,55.6,185.6,16.14,female,general_fitness,intermediate,Mixed Training,44,218.6,5
63,77.8,184.8,22.78,male,weight_loss,intermediate,Cardio + HIIT,59,383.3,5
40,99.7,166.2,36.09,male,muscle_gain,intermediate,Strength Training,55,434.1,4
37,111.3,161.7,42.57,male,weight_loss,advanced,Cardio + HIIT,75,800.0,6
28,63.5,160.5,24.65,female,general_fitness,intermediate,Mixed Training,51,299.8,4
34,56.7,192.9,15.24,male,muscle_gain,intermediate,Strength Training,52,240.8,5
64,101.4,191.0,27.8,female,endurance,intermediate,Running + Cycling,48,505.0,4
51,45.2,172.0,15.28,male,endurance,beginner,Running + Cycling,41,207.3,4
27,60.2,156.6,24.55,male,muscle_gain,intermediate,Strength Training,59,300.4,4
56,47.5,169.1,16.61,male,muscle_gain,advanced,Strength Training,66,227.3,5
34,59.2,181.0,18.07,male,general_fitness,beginner,Mixed Training,29,154.2,4
27,60.4,172.7,20.25,female,general_fitness,beginner,Mixed Training,36,202.3,4
24,78.0,189.0,21.84,male,weight_loss,beginner,Cardio + HIIT,25,200.8,3
22,79.2,199.9,19.82,female,muscle_gain,intermediate,Strength Training,59,405.0,4
43,119.3,159.6,46.84,female,general_fitness,beginner,Mixed Training,40,409.0,3
29,88.4,173.0,29.54,female,weight_loss,intermediate,Cardio + HIIT,51,453.1,5
46,106.5,171.5,36.21,female,muscle_gain,beginner,Strength Training,33,269.4,4
34,53.9,165.2,19.75,male,weight_loss,beginner,Cardio + HIIT,37,195.4,4
62,64.2,159.9,25.11,female,muscle_gain,intermediate,Strength Training,56,251.7,5
31,104.8,153.3,44.59,female,weight_loss,beginner,Cardio + HIIT,41,427.5,3
20,49.5,194.4,13.1,female,muscle_gain,advanced,Strength Training,58,251.2,6
50,86.4,171.0,29.55,female,weight_loss,beginner,Cardio + HIIT,38,295.5,4
27,95.9,174.8,31.39,male,muscle_gain,intermediate,Strength Training,58,470.5,5
40,96.2,195.8,25.09,female,general_fitness,beginner,Mixed Training,31,259.7,4
36,46.9,188.8,13.16,female,flexibility,beginner,Yoga + Stretching,27,80.0,4
51,72.4,156.5,29.56,male,flexibility,advanced,Yoga + Stretching,55,178.2,5
38,99.1,178.3,31.17,female,endurance,advanced,Running + Cycling,66,784.9,6
31,57.7,172.1,19.48,female,weight_loss,beginner,Cardio + HIIT,39,223.9,3
54,104.1,189.9,28.87,male,weight_loss,intermediate,Cardio + HIIT,50,458.0,5
60,108.4,186.2,31.27,male,general_fitness,intermediate,Mixed Training,49,413.9,5
57,128.5,184.5,37.75,female,muscle_gain,beginner,Strength Training,26,240.8,4
54,62.8,167.0,22.52,male,weight_loss,beginner,Cardio + HIIT,28,154.7,4
29,115.1,190.2,31.82,male,endurance,advanced,Running + Cycling,71,800.0,5
46,89.2,152.6,38.31,male,weight_loss,advanced,Cardio + HIIT,71,582.7,5
20,76.7,158.0,30.72,male,weight_loss,advanced,Cardio + HIIT,62,499.3,6
50,55.4,166.8,19.91,female,general_fitness,advanced,Mixed Training,68,310.8,5
38,107.5,153.8,45.45,male,general_fitness,intermediate,Mixed Training,43,406.8,4
44,65.0,161.7,24.86,female,muscle_gain,beginner,Strength Training,30,151.1,4
58,76.6,191.5,20.89,female,general_fitness,beginner,Mixed Training,43,259.7,3
26,50.3,197.4,12.91,male,endurance,beginner,Running + Cycling,28,179.6,3
33,113.1,165.2,41.44,male,endurance,intermediate,Running + Cycling,42,584.9,5
62,110.2,163.2,41.38,female,weight_loss,advanced,Cardio + HIIT,74,685.0,6
27,107.4,164.0,39.93,male,weight_loss,advanced,Cardio + HIIT,60,654.1,5
24,70.5,163.9,26.24,male,endurance,advanced,Running + Cycling,61,553.7,6
25,59.7,151.8,25.91,female,general_fitness,advanced,Mixed Training,68,381.4,6
59,99.2,196.3,25.74,female,endurance,advanced,Running + Cycling,66,699.7,6
32,87.2,160.7,33.77,female,weight_loss,beginner,Cardio + HIIT,40,345.3,3
53,60.2,171.0,20.59,female,weight_loss,advanced,Cardio + HIIT,74,394.2,6
22,103.3,150.5,45.61,female,flexibility,intermediate,Yoga + Stretching,47,252.5,5
61,129.2,192.9,34.72,female,weight_loss,beginner,Cardio + HIIT,26,283.9,3
28,108.5,186.6,31.16,female,muscle_gain,advanced,Strength Training,67,611.8,5
55,107.9,197.3,27.72,male,weight_loss,advanced,Cardio + HIIT,62,585.4,5
57,125.8,189.1,35.18,male,weight_loss,beginner,Cardio + HIIT,45,489.7,3
24,62.2,165.7,22.65,female,endurance,beginner,Running + Cycling,44,352.4,3
42,93.1,162.4,35.3,female,endurance,intermediate,Running + Cycling,55,601.7,5
17,128.3,184.9,37.53,male,muscle_gain,intermediate,Strength Training,43,489.6,4
20,59.0,168.2,20.85,male,weight_loss,advanced,Cardio + HIIT,70,433.6,6
44,104.5,178.3,32.87,male,flexibility,beginner,Yoga + Stretching,44,213.8,3
52,94.8,150.3,41.97,female,weight_loss,beginner,Cardio + HIIT,30,253.1,4
53,94.9,153.1,40.49,female,muscle_gain,beginner,Strength Training,28,196.0,4
34,104.3,176.8,33.37,female,general_fitness,beginner,Mixed Training,40,374.8,3
23,124.0,178.3,39.0,female,weight_loss,beginner,Cardio + HIIT,45,577.5,3
63,111.5,187.6,31.68,female,general_fitness,advanced,Mixed Training,67,571.8,5
60,49.8,156.6,20.31,male,weight_loss,beginner,Cardio + HIIT,29,122.8,3
16,117.5,175.7,38.06,male,endurance,intermediate,Running + Cycling,54,800.0,4
